ref	word	root	lemma	b1_huruf	b2_sarfi	b3_nahwi	b4_dalali	b5_all	wazn	bab	same_lemma_nazair	root_occurrences	has_asl
17:38:4	سيئُهُ	سوا	سيي	1	1	1	1	1	فَعِّلُهُ		3	167	0
17:38:5	عند	عند	عند	1	1	1	1	1	فِعْل		196	201	1
17:38:6	ربك	ربب	رب	1	1	1	1	1	فَعِّكَ		974	980	0
17:38:7	مكْرُوهًا	كره	مكروه	1	1	1	1	1	مَفْعُولًا		0	41	1
17:39:3	أوْحى	وحي	اوحى	1	1	1	1	1	أَفْعَل	أَفْعَلَ	71	78	0
17:39:5	ربُك	ربب	رب	1	1	1	1	1	فَعُّكَ		974	980	0
17:39:7	الْحكْمة	حكم	حكمة	1	1	1	1	1	فِعْلَة		19	210	1
17:39:9	تجْعلْ	جعل	جعل	1	1	1	1	1	تَفْعَل	فَعَلَ	339	346	0
17:39:11	الله	اله	الله	1	0	1	1	0			2698	2851	1
17:39:12	إلهًا	اله	اله	1	1	1	1	1	فِعَٰلًا		146	2851	1
17:39:13	ءاخر	اخر	اخر	1	1	1	1	1	فعَل		239	250	1
17:39:14	فتُلْقى	لقي	القى	1	1	1	1	1	تُفْعَل	أَفْعَلَ	70	146	1
17:39:17	ملُومًا	لوم	ملوم	1	1	1	1	1	مَفُعلًا		4	14	1
17:39:18	مدْحُورًا	دحر	مدحور	1	1	1	1	1	مَفْعُولًا		2	4	1
17:40:1	أفأصْفىكُمْ	صفو	اصفى	1	1	1	1	1	أَفَأَفْعَلَكُمْ	أَفْعَلَ	1	17	1
17:40:2	ربُكُم	ربب	رب	1	1	1	1	1	فَعُّكُمْ		974	980	0
17:40:3	بالْبنين	بني	بنى	1	1	1	1	1	فَعِلن		90	184	1
17:40:4	واتخذ	اخذ	اتخذ	1	1	1	1	1	فتَّعَل	اِفْتَعَلَ	123	273	1
17:40:6	الْملئكة	ملك	ملك	1	1	1	1	1	فَعَائِلَة		154	206	1
17:40:7	إنثًا	انث	انثى	1	1	1	1	1	فِعَالًا		23	30	0
17:40:9	لتقُولُون	قول	قال	1	1	1	1	1	تَفُعلُونَ	فَعَلَ	1617	1722	1
17:40:10	قوْلًا	قول	قول	1	1	1	1	1	فَعْلًا		91	1722	1
17:40:11	عظيمًا	عظم	عظيم	1	1	1	1	1	فَعِيلًا		119	128	1
17:41:2	صرفْنا	صرف	صرف	1	1	1	1	1	فَعَّلْنَا	فَعَّلَ	24	30	1
17:41:5	الْقُرْءان	قرا	قرءان	1	1	1	1	1	فُعْلن		69	88	0
17:41:6	ليذكرُوا	ذكر	تذكر	1	1	1	1	1	يَفَّعَّلُوا	تَفَعَّلَ	50	292	1
17:41:8	يزيدُهُمْ	زيد	زاد	1	1	1	1	1	يَفِعلُهُمْ	فَعَلَ	48	61	1
17:41:10	نُفُورًا	نفر	نفور	1	1	1	1	1	فُعُولًا		4	18	1
17:42:1	قُل	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
17:42:3	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
17:42:5	ءالهة	اله	اله	1	1	1	1	1	فعِلَة		146	2851	1
17:42:7	يقُولُون	قول	قال	1	1	1	1	1	يَفُعلُونَ	فَعَلَ	1617	1722	1
17:42:9	لابْتغوْا	بغي	ابتغى	1	1	1	1	1	افْتَعَوْا	اِفْتَعَلَ	33	96	1
17:42:12	الْعرْش	عرش	عرش	1	1	1	1	1	فَعْل		28	33	1
17:42:13	سبيلًا	سبل	سبيل	1	1	1	1	1	فَعِيلًا		175	176	1
17:43:1	سُبْحنهُ	سبح	سبحن	1	1	1	1	1	فُعْلَانَهُ		40	92	1
17:43:2	وتعلى	علو	تعلى	1	1	1	1	1	تَفَاعَل	فَعَلَ	19	70	1
17:43:4	يقُولُون	قول	قال	1	1	1	1	1	يَفُعلُونَ	فَعَلَ	1617	1722	1
17:43:5	عُلُوًا	علو	علو	1	1	1	1	1	فُعُوًّل		3	70	1
17:43:6	كبيرًا	كبر	كبير	1	1	1	1	1	فَعِيلًا		39	161	1
17:44:1	تُسبحُ	سبح	سبح	1	1	1	1	1	تُفَعِّل	فَعَّلَ	43	92	1
17:44:3	السموتُ	سمو	سماء	1	1	1	1	1	فَعَاوَلَت		309	381	1
17:44:4	السبْعُ	سبع	سبع	1	1	1	1	1	فَعْل		23	28	1
17:44:5	والْأرْضُ	ارض	ارض	1	1	1	1	1	فَعْل		460	461	1
17:44:10	شىْءٍ	شيا	شىء	1	1	1	1	1	فَعْل		282	519	0
17:44:12	يُسبحُ	سبح	سبح	1	1	1	1	1	يُفَعِّل	فَعَّلَ	43	92	1
17:44:13	بحمْده	حمد	حمد	1	1	1	1	1	فَعْلِهِ		42	63	1
17:44:16	تفْقهُون	فقه	يفقه	1	1	1	1	1	تَفْعَلُونَ	فَعَلَ	18	20	1
17:44:17	تسْبيحهُمْ	سبح	تسبيح	1	1	1	1	1	تَفْعِيلَهُمْ		1	92	1
17:44:19	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
17:44:20	حليمًا	حلم	حليم	1	1	1	1	1	فَعِيلًا		14	21	1
17:44:21	غفُورًا	غفر	غفور	1	1	1	1	1	فَعُولًا		90	234	0
17:45:2	قرأْت	قرا	قرا	1	1	1	1	1	فَعَلْتَ	فَعَلَ	15	88	0
17:45:3	الْقُرْءان	قرا	قرءان	1	1	1	1	1	فُعْلن		69	88	0
17:45:4	جعلْنا	جعل	جعل	1	1	1	1	1	فَعَلْنَا	فَعَلَ	339	346	0
17:45:5	بيْنك	بين	بين	1	1	1	1	1	فَعْلَكَ		301	523	1
17:45:6	وبيْن	بين	بين	1	1	1	1	1	فَعْل		301	523	1
17:45:9	يُؤْمنُون	امن	ءامن	1	1	1	1	1	يُفْعِلُونَ	أَفْعَلَ	542	879	1
17:45:10	بالْءاخرة	اخر	اخر	1	1	1	1	1	فعِلَة		239	250	1
17:45:11	حجابًا	حجب	حجاب	1	1	1	1	1	فِعَالًا		6	8	1
17:45:12	مسْتُورًا	ستر	مستور	1	1	1	1	1	مَفْعُولًا		0	3	1
17:46:1	وجعلْنا	جعل	جعل	1	1	1	1	1	فَعَلْنَا	فَعَلَ	339	346	0
17:46:3	قُلُوبهمْ	قلب	قلب	1	1	1	1	1	فُعُولِهِمْ		137	168	1
17:46:4	أكنةً	كنن	اكنة	1	1	1	1	1	أَفِعَّة		3	12	0
17:46:6	يفْقهُوهُ	فقه	يفقه	1	1	1	1	1	يَفْعَلُوهُ	فَعَلَ	18	20	1
17:46:8	ءاذانهمْ	اذن	اذن	1	1	1	1	1	فعَالِهِمْ		83	102	1
17:46:9	وقْرًا	وقر	وقر	1	1	1	1	1	فَعْلًا		6	9	1
17:46:11	ذكرْت	ذكر	ذكر	1	1	1	1	1	فَعَلْتَ	فَعَلَ	195	292	1
17:46:12	ربك	ربب	رب	1	1	1	1	1	فَعَّكَ		974	980	0
17:46:14	الْقُرْءان	قرا	قرءان	1	1	1	1	1	فُعْلن		69	88	0
17:46:15	وحْدهُ	وحد	وحد	1	1	1	1	1	فَعْلَهُ		35	68	1
17:46:16	ولوْا	ولي	ولى	1	1	1	1	1	فَعَّوْا	فَعَّلَ	115	232	1
17:46:18	أدْبرهمْ	دبر	دبر	1	1	1	1	1	أَفْعَالِهِمْ		17	44	0
17:46:19	نُفُورًا	نفر	نفور	1	1	1	1	1	فُعُولًا		4	18	1
17:47:2	أعْلمُ	علم	اعلم	1	1	1	1	1	أَفْعَل		50	854	1
17:47:4	يسْتمعُون	سمع	استمع	1	1	1	1	1	يَفْتَعِلُونَ	اِفْتَعَلَ	15	185	1
17:47:7	يسْتمعُون	سمع	استمع	1	1	1	1	1	يَفْتَعِلُونَ	اِفْتَعَلَ	15	185	1
17:47:11	نجْوى	نجو	نجوى	1	1	1	1	1	فَعْوَل		10	84	1
17:47:13	يقُولُ	قول	قال	1	1	1	1	1	يَفُعل	فَعَلَ	1617	1722	1
17:47:14	الظلمُون	ظلم	ظالم	1	1	1	1	1	فَاعِلُون		128	315	1
17:47:16	تتبعُون	تبع	اتبع	1	1	1	1	1	فَتَّعِلُونَ	اِفْتَعَلَ	150	172	1
17:47:18	رجُلًا	رجل	رجل	1	1	1	1	1	فَعُلًا		44	73	1
17:47:19	مسْحُورًا	سحر	مسحور	1	1	1	1	1	مَفْعُولًا		3	63	1
17:48:1	انظُرْ	نظر	نظر	1	1	1	1	1	افْعُل	فَعَلَ	87	129	1
17:48:2	كيْف	كيف	كيف	1	1	1	1	1	فَعْل		82	83	0
17:48:3	ضربُوا	ضرب	ضرب	1	1	1	1	1	فَعَلُوا	فَعَلَ	57	58	1
17:48:5	الْأمْثال	مثل	مثل	1	1	1	1	1	أَفْعَال		162	169	1
17:48:6	فضلُوا	ضلل	ضل	1	1	1	1	1	فَعُّوا	فَعَلَ	52	191	0
17:48:8	يسْتطيعُون	طوع	استطاع	1	1	1	1	1	يَسْتَفِعلُونَ	اِسْتَفْعَلَ	41	129	1
17:48:9	سبيلًا	سبل	سبيل	1	1	1	1	1	فَعِيلًا		175	176	1
17:49:1	وقالُوا	قول	قال	1	1	1	1	1	فَعَلُوا	فَعَلَ	1617	1722	1
17:49:3	كُنا	كون	كان	1	1	1	1	1	فُنَّعَ	فَعَلَ	1357	1390	1
17:49:4	عظمًا	عظم	عظيم	1	1	1	1	1	فِعَالًا		119	128	1
17:49:5	ورُفتًا	رفت	رفت	1	1	1	1	1	فُعَالًا		1	2	1
17:49:7	لمبْعُوثُون	بعث	مبعوثون	1	1	1	1	1	مَفْعُولُون		8	67	1
17:49:8	خلْقًا	خلق	خلق	1	1	1	1	1	فَعْلًا		257	261	1
17:49:9	جديدًا	جدد	جديد	1	1	1	1	1	فَعِيلًا		7	10	0
17:50:1	قُلْ	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
17:50:2	كُونُوا	كون	كان	1	1	1	1	1	فُعلُوا	فَعَلَ	1357	1390	1
17:50:3	حجارةً	حجر	حجارة	1	1	1	1	1	فِعَالَة		9	21	1
17:50:5	حديدًا	حدد	حديد	1	1	1	1	1	فَعِيلًا		5	25	0
17:51:2	خلْقًا	خلق	خلق	1	1	1	1	1	فَعْلًا		257	261	1
17:51:4	يكْبُرُ	كبر	كبر	1	1	1	1	1	يَفْعُل	فَعَلَ	19	161	1
17:51:6	صُدُوركُمْ	صدر	صدر	1	1	1	1	1	فُعُولِكُمْ		43	46	1
17:51:7	فسيقُولُون	قول	قال	1	1	1	1	1	يَفُعلُونَ	فَعَلَ	1617	1722	1
17:51:9	يُعيدُنا	عود	اعيد	1	1	1	1	1	يُفِعلُنَا	أَفْعَلَ	17	63	1
17:51:10	قُل	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
17:51:12	فطركُمْ	فطر	فطر	1	1	1	1	1	فَعَلَكُمْ	فَعَلَ	9	20	1
17:51:13	أول	اول	اول	1	1	1	1	1	فَعَّل		81	170	1
17:51:14	مرةٍ	مرر	مرة	1	1	1	1	1	فَعَّة		19	35	0
17:51:15	فسيُنْغضُون	نغض	ينغض	1	1	1	1	1	يُفْعِلُونَ	أَفْعَلَ	0	1	1
17:51:17	رُءُوسهُمْ	راس	راس	1	1	1	1	1	فُعُولَهُمْ		17	18	1
17:51:18	ويقُولُون	قول	قال	1	1	1	1	1	يَفُعلُونَ	فَعَلَ	1617	1722	1
17:51:21	قُلْ	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
17:51:22	عسى	عسي	عسى	1	1	1	1	1	فَعَل	فَعَلَ	29	30	0
17:51:24	يكُون	كون	كان	1	1	1	1	1	يَفُعل	فَعَلَ	1357	1390	1
17:51:25	قريبًا	قرب	قريب	1	1	1	1	1	فَعِيلًا		25	96	1
17:52:1	يوْم	يوم	يوم	1	1	1	1	1	فَعْل		404	405	0
17:52:2	يدْعُوكُمْ	دعو	دعا	1	1	1	1	1	يَفْعُلكُمْ	فَعَلَ	169	212	1
17:52:3	فتسْتجيبُون	جوب	استجاب	1	1	1	1	1	تَسْتَفِعلُونَ	اِسْتَفْعَلَ	27	43	1
17:52:4	بحمْده	حمد	حمد	1	1	1	1	1	فَعْلِهِ		42	63	1
17:52:5	وتظُنُون	ظنن	ظن	1	1	1	1	1	تَفُعُّونَ	فَعَلَ	67	69	0
17:52:7	لبثْتُمْ	لبث	لبث	1	1	1	1	1	فَعِلْتُمْ	فَعَلَ	29	31	1
17:52:9	قليلًا	قلل	قليل	1	1	1	1	1	فَعِيلًا		69	76	0
17:53:1	وقُل	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
17:53:2	لعبادى	عبد	عبد	1	1	1	1	1	فِعَالِي		253	275	1
17:53:3	يقُولُوا	قول	قال	1	1	1	1	1	يَفُعلُوا	فَعَلَ	1617	1722	1
17:53:6	أحْسنُ	حسن	احسن	1	1	1	1	1	أَفْعَل		68	194	1
17:53:8	الشيْطن	شطن	شيطن	1	1	1	1	1	فَيْعَال		87	88	1
17:53:9	ينزغُ	نزغ	نزغ	1	1	1	1	1	يَفْعَل	فَعَلَ	5	6	1
17:53:10	بيْنهُمْ	بين	بين	1	1	1	1	1	فَعْلَهُمْ		301	523	1
17:53:12	الشيْطن	شطن	شيطن	1	1	1	1	1	فَيْعَال		87	88	1
17:53:13	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
17:53:14	للْإنسن	انس	انسن	1	1	1	1	1	فِعْلَان		70	97	1
17:53:15	عدُوًا	عدو	عدو	1	1	1	1	1	فَعُوًّل		51	106	1
17:53:16	مُبينًا	بين	مبين	1	1	1	1	1	مُفِعلًا		118	523	1
17:54:1	ربُكُمْ	ربب	رب	1	1	1	1	1	فَعُّكُمْ		974	980	0
17:54:2	أعْلمُ	علم	اعلم	1	1	1	1	1	أَفْعَل		50	854	1
17:54:5	يشأْ	شيا	شاء	1	1	1	1	1	يَفَع	فَعَلَ	235	519	0
17:54:6	يرْحمْكُمْ	رحم	رحم	1	1	1	1	1	يَفْعَلْكُمْ	فَعَلَ	28	339	1
17:54:9	يشأْ	شيا	شاء	1	1	1	1	1	يَفَع	فَعَلَ	235	519	0
17:54:10	يُعذبْكُمْ	عذب	عذب	1	1	1	1	1	يُفَعِّلْكُمْ	فَعَّلَ	42	373	1
17:54:12	أرْسلْنك	رسل	ارسل	1	1	1	1	1	أَفْعَلْنَاكَ	أَفْعَلَ	129	513	1
17:54:14	وكيلًا	وكل	وكيل	1	1	1	1	1	فَعِيلًا		23	70	1
17:55:1	وربُك	ربب	رب	1	1	1	1	1	فَعُّكَ		974	980	0
17:55:2	أعْلمُ	علم	اعلم	1	1	1	1	1	أَفْعَل		50	854	1
17:55:5	السموت	سمو	سماء	1	1	1	1	1	فَعَاوَلَت		309	381	1
17:55:6	والْأرْض	ارض	ارض	1	1	1	1	1	فَعْل		460	461	1
17:55:8	فضلْنا	فضل	فضل	1	1	1	1	1	فَعَّلْنَا	فَعَّلَ	100	104	1
17:55:9	بعْض	بعض	بعض	1	1	1	1	1	فَعْل		156	158	1
17:55:10	النبين	نبا	نبى	1	0	1	1	0	فَعِيِّين		74	160	0
17:55:12	بعْضٍ	بعض	بعض	1	1	1	1	1	فَعْل		156	158	1
17:55:13	وءاتيْنا	اتي	اتى	1	1	1	1	1	فعَيْنَلَ	أَفْعَلَ	534	549	0
17:55:15	زبُورًا	زبر	زبور	1	1	1	1	1	فَعُولًا		2	11	1
17:56:1	قُل	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
17:56:2	ادْعُوا	دعو	دعا	1	1	1	1	1	افْعُوا	فَعَلَ	169	212	1
17:56:4	زعمْتُم	زعم	زعم	1	1	1	1	1	فَعَلْتُمْ	فَعَلَ	14	17	1
17:56:6	دُونه	دون	دون	1	1	1	1	1	فُعلِهِ		143	144	1
17:56:8	يمْلكُون	ملك	ملكت	1	1	1	1	1	يَفْعِلُونَ	فَعَلَ	43	206	1
17:56:9	كشْف	كشف	كشف	1	1	1	1	1	فَعْل		14	20	1
17:56:10	الضُر	ضرر	ضر	1	1	1	1	1	فُعّ		28	74	0
17:56:13	تحْويلًا	حول	تحويل	1	1	1	1	1	تَفْعِيلًا		2	25	1
17:57:3	يدْعُون	دعو	دعا	1	1	1	1	1	يَفْعُونَ	فَعَلَ	169	212	1
17:57:4	يبْتغُون	بغي	ابتغى	1	1	1	1	1	يَفْتَعُونَ	اِفْتَعَلَ	33	96	1
17:57:6	ربهمُ	ربب	رب	1	1	1	1	1	فَعِّهِمُ		974	980	0
17:57:7	الْوسيلة	وسل	وسيلة	1	1	1	1	1	فَعِيلَة		1	2	0
17:57:9	أقْربُ	قرب	اقرب	1	1	1	1	1	أَفْعَل		18	96	1
17:57:10	ويرْجُون	رجو	يرجوا۟	1	1	1	1	1	يَفْعُونَ	فَعَلَ	21	28	0
17:57:11	رحْمتهُ	رحم	رحمة	1	1	1	1	1	فَعْلَتَهُ		113	339	1
17:57:12	ويخافُون	خوف	خاف	1	1	1	1	1	يَفَعَلُونَ	فَعَلَ	82	124	1
17:57:13	عذابهُ	عذب	عذاب	1	1	1	1	1	فَعَالَهُ		321	373	1
17:57:15	عذاب	عذب	عذاب	1	1	1	1	1	فَعَال		321	373	1
17:57:16	ربك	ربب	رب	1	1	1	1	1	فَعِّكَ		974	980	0
17:57:17	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
17:57:18	محْذُورًا	حذر	محذور	1	1	1	1	1	مَفْعُولًا		0	21	1
17:58:3	قرْيةٍ	قري	قرية	1	1	1	1	1	فَعْلَة		56	57	1
17:58:6	مُهْلكُوها	هلك	مهلك	1	1	1	1	1	مُفْعِلُوهَا		6	68	1
17:58:7	قبْل	قبل	قبل	1	1	1	1	1	فَعْل		248	294	1
17:58:8	يوْم	يوم	يوم	1	1	1	1	1	فَعْل		404	405	0
17:58:9	الْقيمة	قوم	قيمة	1	1	1	1	1	فِعَالَة		71	660	1
17:58:11	مُعذبُوها	عذب	معذب	1	1	1	1	1	مُفَعِّلُوهَا		3	373	1
17:58:12	عذابًا	عذب	عذاب	1	1	1	1	1	فَعَالًا		321	373	1
17:58:13	شديدًا	شدد	شديد	1	1	1	1	1	فَعِيلًا		55	102	0
17:58:14	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
17:58:17	الْكتب	كتب	كتب	1	1	1	1	1	فِعَال		308	319	1
17:58:18	مسْطُورًا	سطر	مسطور	1	1	1	1	1	مَفْعُولًا		2	16	1
17:59:2	منعنا	منع	منع	1	1	1	1	1	فَعَلَنَا	فَعَلَ	11	17	1
17:59:4	نُرْسل	رسل	ارسل	1	1	1	1	1	نُفْعِل	أَفْعَلَ	129	513	1
17:59:5	بالْءايت	ايي	ءاية	1	1	1	1	1	فعَلَت		381	382	0
17:59:8	كذب	كذب	كذب	1	1	1	1	1	فَعَّل	فَعَّلَ	251	282	1
17:59:10	الْأولُون	اول	اول	1	1	1	1	1	فَعَّلُون		81	170	1
17:59:11	وءاتيْنا	اتي	اتى	1	1	1	1	1	فعَيْنَلَ	أَفْعَلَ	534	549	0
17:59:13	الناقة	نوق	ناقة	1	1	1	1	1	فَعَلَة		6	7	1
17:59:14	مُبْصرةً	بصر	مبصرة	1	1	1	1	1	مُفْعِلَة		2	148	1
17:59:15	فظلمُوا	ظلم	ظلم	1	1	1	1	1	فَعَلُوا	فَعَلَ	134	315	1
17:59:18	نُرْسلُ	رسل	ارسل	1	1	1	1	1	نُفْعِل	أَفْعَلَ	129	513	1
17:59:19	بالْءايت	ايي	ءاية	1	1	1	1	1	فعَلَت		381	382	0
17:59:21	تخْويفًا	خوف	تخويف	1	1	1	1	1	تَفْعِيلًا		0	124	1
17:60:2	قُلْنا	قول	قال	1	1	1	1	1	فُلْنَا	فَعَلَ	1617	1722	1
17:60:5	ربك	ربب	رب	1	1	1	1	1	فَعَّكَ		974	980	0
17:60:6	أحاط	حوط	احاط	1	1	1	1	1	أَفَعَل	أَفْعَلَ	16	28	0
17:60:7	بالناس	نوس	ناس	1	1	1	1	1	فَعَل		240	241	1
17:60:9	جعلْنا	جعل	جعل	1	1	1	1	1	فَعَلْنَا	فَعَلَ	339	346	0
17:60:10	الرُءْيا	راي	رءيا	1	1	1	1	1	فُعْيَل		6	328	0
17:60:12	أريْنك	راي	اري	1	1	1	1	1	أَفَيْنَعكَ	أَفْعَلَ	39	328	0
17:60:14	فتْنةً	فتن	فتنة	1	1	1	1	1	فِعْلَة		33	60	1
17:60:15	للناس	نوس	ناس	1	1	1	1	1	فَّعَل		240	241	1
17:60:16	والشجرة	شجر	شجرة	1	1	1	1	1	فَعَلَة		18	27	1
17:60:17	الْملْعُونة	لعن	ملعونة	1	1	1	1	1	مَفْعُولَة		0	41	1
17:60:19	الْقُرْءان	قرا	قرءان	1	1	1	1	1	فُعْلن		69	88	0
17:60:20	ونُخوفُهُمْ	خوف	يخوف	1	1	1	1	1	نُفَعِّلُهُمْ	فَعَّلَ	3	124	1
17:60:22	يزيدُهُمْ	زيد	زاد	1	1	1	1	1	يَفِعلُهُمْ	فَعَلَ	48	61	1
17:60:24	طُغْينًا	طغي	طغين	1	1	1	1	1	فُعْيَانًل		14	39	0
17:60:25	كبيرًا	كبر	كبير	1	1	1	1	1	فَعِيلًا		39	161	1
17:61:2	قُلْنا	قول	قال	1	1	1	1	1	فُلْنَا	فَعَلَ	1617	1722	1
17:61:3	للْملئكة	ملك	ملك	1	1	1	1	1	فَعَائِلَة		154	206	1
17:61:4	اسْجُدُوا	سجد	سجد	1	1	1	1	1	افْعُلُوا	فَعَلَ	34	92	1
17:61:6	فسجدُوا	سجد	سجد	1	1	1	1	1	فَعَلُوا	فَعَلَ	34	92	1
17:61:9	قال	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
17:61:10	ءأسْجُدُ	سجد	سجد	1	1	1	1	1	أَأَفْعُل	فَعَلَ	34	92	1
17:61:12	خلقْت	خلق	خلق	1	1	1	1	1	فَعَلْتَ	فَعَلَ	257	261	1
17:61:13	طينًا	طين	طين	1	1	1	1	1	فِعلًا		11	12	0
17:62:1	قال	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
17:62:2	أرءيْتك	راي	رءا	1	1	1	1	1	أَفَعَلْتَكَ	فَعَلَ	270	328	0
17:62:5	كرمْت	كرم	كرم	1	1	1	1	1	فَعَّلْتَ	فَعَّلَ	1	47	1
17:62:8	أخرْتن	اخر	اخر	1	1	1	1	1	فَعَّلْتَنِ	فَعَّلَ	239	250	1
17:62:10	يوْم	يوم	يوم	1	1	1	1	1	فَعْل		404	405	0
17:62:11	الْقيمة	قوم	قيمة	1	1	1	1	1	فِعَالَة		71	660	1
17:62:12	لأحْتنكن	حنك	احتنك	1	1	1	1	1	أَفْتَعِلَنَّ	اِفْتَعَلَ	0	1	1
17:62:13	ذُريتهُ	ذرر	ذرية	1	1	1	1	1	فُعِّيَّتَهُ		27	38	0
17:62:15	قليلًا	قلل	قليل	1	1	1	1	1	فَعِيلًا		69	76	0
17:63:1	قال	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
17:63:2	اذْهبْ	ذهب	ذهب	1	1	1	1	1	افْعَل	فَعَلَ	42	56	1
17:63:4	تبعك	تبع	تبع	1	1	1	1	1	فَعِلَكَ	فَعَلَ	10	172	1
17:63:8	جزاؤُكُمْ	جزي	جزاء	1	1	1	1	1	فَعَالُكُمْ		41	118	0
17:63:9	جزاءً	جزي	جزاء	1	1	1	1	1	فَعَال		41	118	0
17:63:10	موْفُورًا	وفر	موفور	1	1	1	1	1	مَفْعُولًا		0	1	1
17:64:1	واسْتفْززْ	فزز	يستفز	1	1	1	1	1	اسْتَفْعِل	اِسْتَفْعَلَ	2	3	0
17:64:3	اسْتطعْت	طوع	استطاع	1	1	1	1	1	اسْتَفَلْتَ	اِسْتَفْعَلَ	41	129	1
17:64:5	بصوْتك	صوت	صوت	1	1	1	1	1	فَعْلِكَ		7	8	1
17:64:6	وأجْلبْ	جلب	اجلب	1	1	1	1	1	أَفْعِل	أَفْعَلَ	0	2	1
17:64:8	بخيْلك	خيل	خيل	1	1	1	1	1	فَعْلِكَ		4	9	1
17:64:9	ورجلك	رجل	رجل	1	1	1	1	1	فَعِلِكَ		44	73	1
17:64:10	وشاركْهُمْ	شرك	شارك	1	1	1	1	1	فَاعِلْهُمْ	فَاعَلَ	0	168	1
17:64:12	الْأمْول	مول	مال	1	1	1	1	1	أَفْعَال		85	86	0
17:64:13	والْأوْلد	ولد	ولد	1	1	1	1	1	أَفْعَال		64	102	1
17:64:14	وعدْهُمْ	وعد	وعد	1	1	1	1	1	عِلْهُمْ	فَعَلَ	122	151	1
17:64:16	يعدُهُمُ	وعد	وعد	1	1	1	1	1	يَعِلُهُمُ	فَعَلَ	122	151	1
17:64:17	الشيْطنُ	شطن	شيطن	1	1	1	1	1	فَيْعَال		87	88	1
17:64:19	غُرُورًا	غرر	غرور	1	1	1	1	1	فُعُولًا		11	27	0
17:65:2	عبادى	عبد	عبد	1	1	1	1	1	فِعَالِي		253	275	1
17:65:3	ليْس	ليس	ليس	1	1	1	1	1	فَعْل	فَعَلَ	88	89	0
17:65:6	سُلْطن	سلط	سلطن	1	1	1	1	1	فُعْلَان		36	39	1
17:65:7	وكفى	كفي	كفى	1	1	1	1	1	فَعَل	فَعَلَ	31	33	0
17:65:8	بربك	ربب	رب	1	1	1	1	1	فَعِّكَ		974	980	0
17:65:9	وكيلًا	وكل	وكيل	1	1	1	1	1	فَعِيلًا		23	70	1
17:66:1	ربُكُمُ	ربب	رب	1	1	1	1	1	فَعُّكُمُ		974	980	0
17:66:3	يُزْجى	زجو	يزجى	1	1	1	1	1	يُفْعِل	أَفْعَلَ	1	3	0
17:66:5	الْفُلْك	فلك	فلك	1	1	1	1	1	فُعْل		24	25	1
17:66:7	الْبحْر	بحر	بحر	1	1	1	1	1	فَعْل		40	42	0
17:66:8	لتبْتغُوا	بغي	ابتغى	1	1	1	1	1	تَفْتَعُوا	اِفْتَعَلَ	33	96	1
17:66:10	فضْله	فضل	فضل	1	1	1	1	1	فَعْلِهِ		100	104	1
17:66:12	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
17:66:14	رحيمًا	رحم	رحيم	1	1	1	1	1	فَعِيلًا		115	339	1
17:67:2	مسكُمُ	مسس	مس	1	1	1	1	1	فَعَّكُمُ	فَعَلَ	57	61	0
17:67:3	الضُرُ	ضرر	ضر	1	1	1	1	1	فُعّ		28	74	0
17:67:5	الْبحْر	بحر	بحر	1	1	1	1	1	فَعْل		40	42	0
17:67:6	ضل	ضلل	ضل	1	1	1	1	1	فَعّ	فَعَلَ	52	191	0
17:67:8	تدْعُون	دعو	دعا	1	1	1	1	1	تَفْعُونَ	فَعَلَ	169	212	1
17:67:12	نجىكُمْ	نجو	نجى	1	1	1	1	1	فَعَّلَكُمْ	فَعَّلَ	36	84	1
17:67:14	الْبر	برر	بر	1	1	1	1	1	فَعّ		29	32	0
17:67:15	أعْرضْتُمْ	عرض	اعرض	1	1	1	1	1	أَفْعَلْتُمْ	أَفْعَلَ	31	79	1
17:67:16	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
17:67:17	الْإنسنُ	انس	انسن	1	1	1	1	1	فِعْلَان		70	97	1
17:67:18	كفُورًا	كفر	كفور	1	1	1	1	1	فَعُولًا		14	525	1
17:68:1	أفأمنتُمْ	امن	امن	1	1	1	1	1	فَفَأَعِلْتُمْ	فَعَلَ	24	879	1
17:68:3	يخْسف	خسف	خسف	1	1	1	1	1	يَفْعِل	فَعَلَ	7	8	1
