ref	root	class	hamza	pos	wazn
30:38:11	رود	أجوف	-	V	يُفِيدُعنَ
30:38:4	حقق	مضاعف	-	N	فَعَّهُ
30:38:6	بني	ناقص	-	N	افْع
30:39:16	زكو	ناقص	-	N	فَعَاة
30:39:17	رود	أجوف	-	V	تُفِيدُعنَ
30:39:4	ربو	ناقص	-	N	فِعًا
30:39:8	نوس	أجوف	-	N	فَاس
30:3:2	دنو	ناقص	-	N	أَفْعَى
30:40:18	شيا	أجوف	2	N	فَعْء
30:40:20	علو	ناقص	-	V	تَفَاعَى
30:40:7	موت	أجوف	-	V	يُفِيتُكُمْ
30:40:9	حيي	لفيف	-	V	يُفْعِلكُمْ
30:41:10	ذوق	أجوف	-	V	يُفِيقَهُمْ
30:41:4	برر	مضاعف	-	N	فَعّ
30:41:9	نوس	أجوف	-	N	فَاس
30:42:1	قول	أجوف	-	V	فُل
30:42:12	كون	أجوف	-	V	فَان
30:42:7	كون	أجوف	-	V	فَان
30:43:1	قوم	أجوف	-	V	أَفِم
30:43:11	ردد	مضاعف	-	N	مَفَعّ
30:43:4	قوم	أجوف	-	ADJ	فَيِّم
30:45:10	حبب	مضاعف	-	V	يُفِعّ
30:46:13	بغي	ناقص	-	V	تَفْتَعُوا
30:46:2	ايي	لفيف	0	N	فعَاتِهِ
30:46:5	روح	أجوف	-	N	فِيَاح
30:46:7	ذوق	أجوف	-	V	يُفِيقَكُمْ
30:47:14	كون	أجوف	-	V	فَان
30:47:15	حقق	مضاعف	-	N	فَعًّا
30:47:18	امن	صحيح سالم	0	N	مُؤْمِنِين
30:47:8	جيا	أجوف	2	V	فَاءُوهُمْ
30:48:11	شيا	أجوف	2	V	يَفَاء
30:48:14	راي	ناقص	1	V	تَفَى
30:48:18	خلل	مضاعف	-	N	فِعَالِهِ
30:48:20	صوب	أجوف	-	V	أَفَاب
30:48:23	شيا	أجوف	2	V	يَفَاء
30:48:4	روح	أجوف	-	N	فِيَاح
30:48:5	ثور	أجوف	-	V	تُفِير
30:48:9	سمو	ناقص	-	N	فَعَاء
30:49:2	كون	أجوف	-	V	فَانُعا
30:4:12	امن	صحيح سالم	0	N	مُؤْمِنُون
30:4:3	سنو	ناقص	-	N	فِعِين
30:4:4	اله	صحيح سالم	0	PN	لَّه
30:50:13	حيي	لفيف	-	N	مُفْعِل
30:50:17	كلل	مضاعف	-	N	فُعّ
30:50:18	شيا	أجوف	2	N	فَعْء
30:50:7	حيي	لفيف	-	V	يُفْعِل
30:51:3	روح	أجوف	-	N	فِيحًا
30:51:4	راي	ناقص	1	V	فَعَوْهُ
30:51:6	ظلل	مضاعف	-	V	فَعُّوا
30:52:10	ولي	لفيف	-	V	فَعَّوْا
30:52:7	صمم	مضاعف	-	N	فُعّ
30:52:8	دعو	ناقص	-	N	فُعَاء
30:53:11	امن	صحيح سالم	0	V	يُؤْمِن
30:53:12	ايي	لفيف	0	N	فعَاتِنَا
30:53:3	هدي	ناقص	-	N	فَاع
30:53:6	ضلل	مضاعف	-	N	فَعَالَتِهِمْ
30:54:11	قوي	لفيف	-	N	فُعَّة
30:54:16	قوي	لفيف	-	N	فُعَّة
30:54:21	شيا	أجوف	2	V	يَفَاء
30:55:11	كون	أجوف	-	V	فَانُعا
30:55:12	افك	صحيح سالم	0	V	يُؤْفَكُونَ
30:55:3	سوع	أجوف	-	N	فَاعَة
30:55:9	سوع	أجوف	-	N	فَاعَة
30:56:1	قول	أجوف	-	V	فَال
30:56:18	كون	أجوف	-	V	فُنْتُمْ
30:56:3	اتي	ناقص	0	V	فُوعُوا
30:58:11	جيا	أجوف	2	V	فِئْتَهُمْ
30:58:12	ايي	لفيف	0	N	فعَة
30:58:3	نوس	أجوف	-	N	فَّاس
30:58:8	كلل	مضاعف	-	N	فُعّ
30:5:5	شيا	أجوف	2	V	يَفَاء
30:5:7	عزز	مضاعف	-	N	فَعِيل
30:60:5	حقق	مضاعف	-	N	فَعّ
30:60:7	خفف	مضاعف	-	V	يَسْتَفِعَّنَّكَ
30:6:9	نوس	أجوف	-	N	فَاس
30:7:4	حيي	لفيف	-	N	فَعَاة
30:7:5	دنو	ناقص	-	ADJ	فُعْيَا
30:8:13	حقق	مضاعف	-	N	فَعّ
30:8:15	سمو	ناقص	-	N	مُفَعًّى
30:8:19	نوس	أجوف	-	N	فَاس
30:8:20	لقي	ناقص	-	N	فِعَاء
30:8:21	ربب	مضاعف	-	N	فَعِّهِمْ
30:9:12	كون	أجوف	-	V	فَانُعا
30:9:13	شدد	مضاعف	-	N	أَفَعّ
30:9:15	قوي	لفيف	-	N	فُعَّة
30:9:16	ثور	أجوف	-	V	أَفَارُعا
30:9:22	جيا	أجوف	2	V	فَاءَتْهُمْ
30:9:26	كون	أجوف	-	V	فَان
30:9:30	كون	أجوف	-	V	فَانُعا
30:9:7	كون	أجوف	-	V	فَان
31:10:13	بثث	مضاعف	-	V	فَعّ
31:10:16	كلل	مضاعف	-	N	فُعّ
31:10:17	دبب	مضاعف	-	N	فَاعَّة
31:10:20	سمو	ناقص	-	N	فَعَاء
31:10:21	موه	أجوف	-	N	فَاء
31:10:25	كلل	مضاعف	-	N	فُعّ
31:10:5	راي	ناقص	1	V	تَفَوْنَهَع
31:10:9	رسو	ناقص	-	N	فَوَاعِي
31:11:13	ضلل	مضاعف	-	N	فَعَال
31:11:4	راي	ناقص	1	V	أَفُونِي
31:12:7	اله	صحيح سالم	0	PN	لَّه
31:13:2	قول	أجوف	-	V	فَال
31:13:4	بني	ناقص	-	N	افْعِهِ
31:13:6	وعظ	مثال	-	V	يَعِظُهُ
31:14:11	عوم	أجوف	-	N	فَامَيْن
31:14:5	امم	مضاعف	0	N	فُعُّهُ
31:15:13	طوع	أجوف	-	V	تُفِعْهُمَا
31:15:16	دنو	ناقص	-	N	فُعْيَا
31:15:21	نوب	أجوف	-	V	أَفَاب
31:15:26	نبا	صحيح سالم	2	V	أُفَعِّئُكُمْ
31:15:28	كون	أجوف	-	V	فُنْتُمْ
31:16:18	اتي	ناقص	0	V	يَفْع
31:16:4	كون	أجوف	-	V	تَف
31:16:6	حبب	مضاعف	-	N	فَعَّة
31:16:9	كون	أجوف	-	V	تَفُن
31:17:12	صوب	أجوف	-	V	أَفَابَكَ
31:17:2	قوم	أجوف	-	V	أَفِم
31:17:3	صلو	ناقص	-	N	فَعَاة
31:17:6	نهي	ناقص	-	V	افْع
31:18:13	حبب	مضاعف	-	V	يُفِعّ
31:18:14	كلل	مضاعف	-	N	فُعّ
31:18:15	خيل	أجوف	-	ADJ	مُفْتَال
31:18:3	خدد	مضاعف	-	N	فَعَّكَ
31:18:4	نوس	أجوف	-	N	فَّاس
31:18:6	مشي	ناقص	-	V	تَفْع
31:19:4	غضض	مضاعف	-	V	افْعُل
31:20:19	نوس	أجوف	-	N	فَاس
31:20:2	راي	ناقص	1	V	تَفَوْع
31:20:30	نور	أجوف	-	N	مُفِير
31:21:14	ابو	ناقص	0	N	فعَاءَنَا
31:21:16	كون	أجوف	-	V	فَان
31:21:2	قول	أجوف	-	V	فِيل
31:21:8	قول	أجوف	-	V	فَالُعا
31:23:8	نبا	صحيح سالم	2	V	فُنَعِّئُهُمْ
31:24:2	قلل	مضاعف	-	N	فَعِيلًا
31:24:4	ضرر	مضاعف	-	V	نَفْطَعُّهُمْ
31:25:11	اله	صحيح سالم	0	PN	لَّه
31:25:9	قول	أجوف	-	V	فُل
31:26:1	اله	صحيح سالم	0	PN	لَّه
31:27:20	عزز	مضاعف	-	ADJ	فَعِيل
31:27:9	مدد	مضاعف	-	V	يَفُعُّهُ
31:29:16	كلل	مضاعف	-	N	فُعّ
31:29:2	راي	ناقص	1	V	تَف
31:29:20	سمو	ناقص	-	N	مُفَعًّى
31:2:2	ايي	لفيف	0	N	فعَات
31:30:15	علو	ناقص	-	N	فَعِيّ
31:30:5	حقق	مضاعف	-	N	فَعّ
31:31:10	راي	ناقص	1	V	يُفِيَكُمْ
31:31:12	ايي	لفيف	0	N	فعَاتِهِ
31:31:16	ايي	لفيف	0	N	فعَات
31:31:17	كلل	مضاعف	-	N	فُعّ
31:31:2	راي	ناقص	1	V	تَف
31:32:11	نجو	ناقص	-	V	فَعَّاهُمْ
31:32:13	برر	مضاعف	-	N	فَعّ
31:32:18	ايي	لفيف	0	N	فعَاتِنَا
31:32:2	غشو	ناقص	-	V	فَعِيَهُمْ
31:32:20	كلل	مضاعف	-	N	فُعّ
31:32:4	ظلل	مضاعف	-	N	فُعَل
31:33:15	جزي	ناقص	-	N	فَاع
31:33:2	نوس	أجوف	-	N	فَاس
31:33:22	حقق	مضاعف	-	N	فَعّ
31:33:24	غرر	مضاعف	-	V	تَفُعَّنَّكُمُ
31:33:25	حيي	لفيف	-	N	فَعَاة
31:33:26	دنو	ناقص	-	ADJ	فُعْيَا
31:33:28	غرر	مضاعف	-	V	يَفُعَّنَّكُمْ
31:33:3	وقي	لفيف	-	V	اتَّقُفا
31:33:30	غرر	مضاعف	-	N	فَعُول
31:33:4	ربب	مضاعف	-	N	فَعَّكُمْ
31:33:5	خشي	ناقص	-	V	افْعَوْا
31:34:17	غدو	ناقص	-	N	فَعًا
31:34:5	سوع	أجوف	-	N	فَاعَة
31:4:2	قوم	أجوف	-	V	يُفِيمُعنَ
31:4:3	صلو	ناقص	-	N	فَعَاة
31:4:4	اتي	ناقص	0	V	يُؤْتُونَ
31:4:5	زكو	ناقص	-	N	فَعَاة
31:5:5	ربب	مضاعف	-	N	فَعِّهِمْ
31:6:13	اخذ	صحيح سالم	0	V	يَتَّخِذَهَف
31:6:18	هون	أجوف	-	N	مُفِين
31:6:2	نوس	أجوف	-	N	فَاس
31:6:7	ضلل	مضاعف	-	V	يُفِعّ
31:7:2	تلو	ناقص	-	V	فُتْعَى
31:7:4	ايي	لفيف	0	N	فعَاتُنَا
31:8:7	جنن	مضاعف	-	N	فَعَّات
31:9:5	حقق	مضاعف	-	N	فَعًّا
31:9:7	عزز	مضاعف	-	N	فَعِيل
32:10:1	قول	أجوف	-	V	فَالُعا
32:10:12	لقي	ناقص	-	N	فِعَاء
32:10:13	ربب	مضاعف	-	N	فَعِّهِمْ
32:10:3	ضلل	مضاعف	-	V	فَعَلْنَا
32:10:9	جدد	مضاعف	-	ADJ	فَعِيل
32:11:1	قول	أجوف	-	V	فُل
32:11:10	ربب	مضاعف	-	N	فَعِّكُمْ
32:11:2	وفي	لفيف	-	V	يَتَفَعَّاكُمْ
32:12:16	يقن	مثال	-	N	مُوقِنُون
32:12:2	راي	ناقص	1	V	تَفَى
32:12:6	راس	صحيح سالم	1	N	فُءُوسِهِمْ
32:12:8	ربب	مضاعف	-	N	فَعِّهِمْ
32:12:9	ربب	مضاعف	-	N	فَعَّنَا
32:13:14	جنن	مضاعف	-	N	فِعَّة
32:13:15	نوس	أجوف	-	N	فَاس
32:13:2	شيا	أجوف	2	V	فِئْنَا
32:13:4	كلل	مضاعف	-	N	فُعّ
32:13:6	هدي	ناقص	-	N	فُعَاهَا
32:13:8	حقق	مضاعف	-	V	فَعّ
32:14:13	كون	أجوف	-	V	فُنْتُمْ
32:14:4	لقي	ناقص	-	N	فِعَاء
32:15:12	ربب	مضاعف	-	N	فَعِّهِمْ
32:15:2	امن	صحيح سالم	0	V	يُؤْمِن
32:15:3	ايي	لفيف	0	N	فعَاتِنَا
32:15:8	خرر	مضاعف	-	V	فَعُّوا
32:16:1	جفو	ناقص	-	V	تَتَفَاعَى
32:16:6	ربب	مضاعف	-	N	فَعَّهُمْ
32:17:10	جزي	ناقص	-	N	فَعَاء
32:17:12	كون	أجوف	-	V	فَانُعا
32:17:8	قرر	مضاعف	-	N	فُعَّة
32:18:2	كون	أجوف	-	V	فَان
32:18:3	امن	صحيح سالم	0	N	مُؤْمِنًف
32:18:5	كون	أجوف	-	V	فَان
32:18:8	سوي	لفيف	-	V	يَفْتَعُونَ
32:19:11	كون	أجوف	-	V	فَانُعا
32:19:7	جنن	مضاعف	-	N	فَعَّات
32:20:11	عود	أجوف	-	V	أُفِيدُعا
32:20:13	قول	أجوف	-	V	فِيل
32:20:17	نور	أجوف	-	N	فَار
32:20:19	كون	أجوف	-	V	فُنْتُمْ
32:20:4	اوي	لفيف	0	N	مَفْعَاهُمُ
32:20:5	نور	أجوف	-	N	فَار
32:20:6	كلل	مضاعف	-	T	فُعَّمَا
32:20:7	رود	أجوف	-	V	أَفَادُعا
32:21:1	ذوق	أجوف	-	V	نُفِيقَنَّهُمْ
32:21:4	دنو	ناقص	-	ADJ	أَفْعَى
32:22:5	ايي	لفيف	0	N	فعَات
32:22:6	ربب	مضاعف	-	N	فَعِّهِ
32:23:10	لقي	ناقص	-	N	فِعَائِهِ
32:23:6	كون	أجوف	-	V	تَفُن
32:24:3	امم	مضاعف	0	N	فَئِعَّة
32:24:4	هدي	ناقص	-	V	يَفْعُونَ
32:24:8	كون	أجوف	-	V	فَانُعا
32:24:9	ايي	لفيف	0	N	فعَاتِنَا
32:25:2	ربب	مضاعف	-	N	فَعَّكَ
32:25:7	قوم	أجوف	-	N	فِيَامَة
32:25:9	كون	أجوف	-	V	فَانُعا
32:26:10	مشي	ناقص	-	V	يَفْعُونَ
32:26:16	ايي	لفيف	0	N	فعَات
32:26:2	هدي	ناقص	-	V	يَفْع
32:27:2	راي	ناقص	1	V	يَفَوْع
32:27:5	موه	أجوف	-	N	فَاء
32:28:6	كون	أجوف	-	V	فُنْتُمْ
32:29:1	قول	أجوف	-	V	فُل
32:2:7	ربب	مضاعف	-	N	فَعّ
32:3:12	اتي	ناقص	0	V	فَعَاهُمْ
32:3:18	هدي	ناقص	-	V	يَفْتَعُونَ
32:3:3	فري	ناقص	-	V	افْتَعَاهُ
32:3:6	حقق	مضاعف	-	N	فَعّ
32:3:8	ربب	مضاعف	-	N	فَعِّكَ
32:4:10	يوم	لفيف	-	N	أَفَّام
32:4:9	ستت	مضاعف	-	N	فِعَّل
32:5:12	كون	أجوف	-	V	فَان
32:5:15	سنو	ناقص	-	N	فَعَة
32:5:17	عدد	مضاعف	-	V	تَفُعُّونَ
32:5:4	سمو	ناقص	-	N	فَعَاء
32:6:5	عزز	مضاعف	-	ADJ	فَعِيل
32:7:3	كلل	مضاعف	-	N	فُعّ
32:7:4	شيا	أجوف	2	N	فَعْء
32:8:5	سلل	مضاعف	-	N	فُعَالَة
32:8:7	موه	أجوف	-	N	فَاء
32:9:11	فاد	صحيح سالم	1	N	أَفْئِدَة
32:9:12	قلل	مضاعف	-	ADJ	فَعِيلًا
32:9:2	سوي	لفيف	-	V	فَعَّاهُ
33:10:14	ظنن	مضاعف	-	V	تَفُعُّولَ
33:10:16	ظنن	مضاعف	-	N	فُعُولَا
33:10:2	جيا	أجوف	2	V	فَاءُوكُمْ
33:10:9	زيغ	أجوف	-	V	فَاغَت
33:11:2	بلو	ناقص	-	V	افْتُعِي
33:11:3	امن	صحيح سالم	0	N	مُؤْمِنُون
33:11:6	شدد	مضاعف	-	ADJ	فَعِيلًا
33:12:13	غرر	مضاعف	-	N	فُعُولًا
33:13:14	نبا	صحيح سالم	2	N	فَعِيّ
33:13:2	قول	أجوف	-	V	فَالَت
33:13:23	رود	أجوف	-	V	يُفِيدُعنَ
33:13:25	فرر	مضاعف	-	N	فِعَالًا
33:13:3	طوف	أجوف	-	N	فَائِفَة
33:13:8	قوم	أجوف	-	N	مُفَام
33:14:7	سال	صحيح سالم	1	V	فُئِلُوع
33:14:9	اتي	ناقص	0	V	فعَوْهَا
33:15:10	كون	أجوف	-	V	فَان
33:15:13	سال	صحيح سالم	1	N	مَفْئُولًع
33:15:2	كون	أجوف	-	V	فَانُعا
33:15:8	ولي	لفيف	-	V	يُفَعُّونَ
33:16:1	قول	أجوف	-	V	فُل
33:16:15	قلل	مضاعف	-	N	فَعِيلًا
33:16:4	فرر	مضاعف	-	N	فِعَال
33:16:6	فرر	مضاعف	-	V	فَعَلْتُمْ
33:17:1	قول	أجوف	-	V	فُل
33:17:13	رود	أجوف	-	V	أَفَاد
33:17:17	وجد	مثال	-	V	يَجِدُفنَ
33:17:9	رود	أجوف	-	V	أَفَاد
33:18:11	اتي	ناقص	0	V	يَفْعُونَ
33:18:14	قلل	مضاعف	-	N	فَعِيلًا
33:18:6	قول	أجوف	-	N	فَائِلِين
33:18:8	لمم	مضاعف	-	V	هَفُعّ
33:19:1	شحح	مضاعف	-	ADJ	أَفِعَّة
33:19:12	غشو	ناقص	-	V	يُفْعَى
33:19:21	حدد	مضاعف	-	N	فِعَال
33:19:22	شحح	مضاعف	-	ADJ	أَفِعَّة
33:19:27	امن	صحيح سالم	0	V	يُؤْمِنُوف
33:19:31	كون	أجوف	-	V	فَان
33:19:4	جيا	أجوف	2	V	فَاء
33:1:11	كون	أجوف	-	V	فَان
33:1:2	نبا	صحيح سالم	2	N	فَعِيّ
33:1:3	وقي	لفيف	-	V	اتَّق
33:1:6	طوع	أجوف	-	V	تُفِع
33:20:18	كون	أجوف	-	V	فَانُعا
33:20:23	قلل	مضاعف	-	N	فَعِيلًا
33:20:6	اتي	ناقص	0	V	يَفْع
33:20:8	ودد	مضاعف	-	V	يَفَعُّوا
33:21:10	كون	أجوف	-	V	فَان
33:21:2	كون	أجوف	-	V	فَان
33:22:15	زيد	أجوف	-	V	فَادَهُمْ
33:22:3	امن	صحيح سالم	0	N	مُؤْمِنُون
33:22:5	قول	أجوف	-	V	فَالُعا
33:23:2	امن	صحيح سالم	0	N	مُؤْمِنِين
33:24:14	كون	أجوف	-	V	فَان
33:24:8	شيا	أجوف	2	V	فَاء
33:25:1	ردد	مضاعف	-	V	فَعّ
33:25:11	امن	صحيح سالم	0	N	مُؤْمِنِين
33:25:13	كون	أجوف	-	V	فَان
33:25:16	عزز	مضاعف	-	ADJ	فَعِيلًا
33:25:7	نيل	أجوف	-	V	يَفَالُوا
33:27:11	كلل	مضاعف	-	N	فُعّ
33:27:12	شيا	أجوف	2	N	فَعْء
33:27:3	دور	أجوف	-	N	فِيَارَهُمْ
33:27:7	وطا	مثال	2	V	تَطَئُفهَا
33:27:8	كون	أجوف	-	V	فَان
33:28:11	علو	ناقص	-	V	تَفَاعَيْنَ
33:28:2	نبا	صحيح سالم	2	N	فَعِيّ
33:28:3	قول	أجوف	-	V	فُل
33:28:6	كون	أجوف	-	V	فُنْتُنَّ
33:28:7	رود	أجوف	-	V	تُفِدْنَ
33:28:8	حيي	لفيف	-	N	فَعَاة
33:28:9	دنو	ناقص	-	ADJ	فُعْيَا
33:29:10	عدد	مضاعف	-	V	أَفَعّ
33:29:2	كون	أجوف	-	V	فُنْتُنَّ
33:29:3	رود	أجوف	-	V	تُفِدْنَ
33:29:6	دور	أجوف	-	N	فَار
33:2:6	ربب	مضاعف	-	N	فَعِّكَ
33:2:9	كون	أجوف	-	V	فَان
33:30:1	نسو	ناقص	-	N	يَا فِعَاء
33:30:12	كون	أجوف	-	V	فَان
33:30:2	نبا	صحيح سالم	2	N	فَعِيّ
33:30:4	اتي	ناقص	0	V	يَفْع
33:31:10	مرر	مضاعف	-	N	فَعَّتَيْن
33:31:4	اله	صحيح سالم	0	PN	لَّه
33:31:8	اتي	ناقص	0	V	نُؤْتِهَف
33:32:1	نسو	ناقص	-	N	يَا فِعَاء
33:32:17	قول	أجوف	-	V	فُلْنَ
33:32:2	نبا	صحيح سالم	2	N	فَعِيّ
33:32:3	ليس	أجوف	-	V	فَسْتُنَّ
33:32:6	نسو	ناقص	-	N	فِعَاء
33:32:8	وقي	لفيف	-	V	اتَّقَيْتُنَّ
33:33:1	قرر	مضاعف	-	V	فَعْنَ
33:33:10	صلو	ناقص	-	N	فَعَاة
33:33:12	زكو	ناقص	-	N	فَعَاة
33:33:13	طوع	أجوف	-	V	أَفِعْنَ
33:33:17	رود	أجوف	-	V	يُفِيد
33:33:9	قوم	أجوف	-	V	أَفِمْنَ
33:34:12	كون	أجوف	-	V	فَان
33:34:3	تلو	ناقص	-	V	يُفْعَى
33:34:7	ايي	لفيف	0	N	فعَات
33:35:16	صوم	أجوف	-	N	فَائِمِين
33:35:17	صوم	أجوف	-	N	فَائِمَات
33:35:25	عدد	مضاعف	-	V	أَفَعّ
33:35:4	امن	صحيح سالم	0	N	مُؤْمِنِين
33:35:5	امن	صحيح سالم	0	N	مُؤْمِنَفت
33:36:18	عصي	ناقص	-	V	يَفْع
33:36:2	كون	أجوف	-	V	فَان
33:36:22	ضلل	مضاعف	-	V	فَعّ
33:36:23	ضلل	مضاعف	-	N	فَعَالًا
33:36:3	امن	صحيح سالم	0	N	مُؤْمِن
33:36:5	امن	صحيح سالم	0	N	مُؤْمِنَة
33:37:12	وقي	لفيف	-	V	اتَّق
33:37:19	بدو	ناقص	-	N	مُفْعِيهِ
33:37:21	نوس	أجوف	-	N	فَاس
33:37:23	حقق	مضاعف	-	ADJ	أَفَعّ
33:37:25	خشي	ناقص	-	V	تَفْعَاهُ
33:37:36	امن	صحيح سالم	0	N	مُؤْمِنِين
33:37:40	دعو	ناقص	-	N	أَفْعِيَائِهِمْ
33:37:42	قضي	ناقص	-	V	فَعَوْا
33:37:45	كون	أجوف	-	V	فَان
33:38:11	سنن	مضاعف	-	N	فُعَّة
33:38:18	كون	أجوف	-	V	فَان
33:38:2	كون	أجوف	-	V	فَان
33:38:4	نبا	صحيح سالم	2	N	فَعِيّ
33:39:5	خشي	ناقص	-	V	يَفْعَوْنَهُ
33:39:7	خشي	ناقص	-	V	يَفْعَوْنَ
33:40:12	نبا	صحيح سالم	2	N	فَعِيِّين
33:40:13	كون	أجوف	-	V	فَان
33:40:15	كلل	مضاعف	-	N	فُعّ
33:40:16	شيا	أجوف	2	N	فَعْء
33:40:2	كون	أجوف	-	V	فَان
33:40:4	ابو	ناقص	0	N	فَعَا
33:43:11	كون	أجوف	-	V	فَان
33:43:12	امن	صحيح سالم	0	N	مُؤْمِنِين
33:43:3	صلو	ناقص	-	V	يُفَعِّي
33:44:1	حيي	لفيف	-	N	تَفِعَّتُهُمْ
33:44:3	لقي	ناقص	-	V	يَفْعَوْنَهُ
33:44:5	عدد	مضاعف	-	V	أَفَعّ
33:45:2	نبا	صحيح سالم	2	N	فَعِيّ
33:46:1	دعو	ناقص	-	N	فَاعِيًا
33:46:6	نور	أجوف	-	N	مُفِيرًا
33:47:2	امن	صحيح سالم	0	N	مُؤْمِنِين
33:48:2	طوع	أجوف	-	V	تُفِع
33:48:5	ودع	مثال	-	V	دَع
33:48:6	اذي	ناقص	0	N	فَعَاهُمْ
33:49:12	مسس	مضاعف	-	V	تَفَعُّوهُنَّ
33:49:17	عدد	مضاعف	-	N	فِعَّة
33:49:18	عدد	مضاعف	-	V	تَفْتَعُّونَهَا
33:49:6	امن	صحيح سالم	0	N	مُؤْمِنَفت
33:4:15	امم	مضاعف	0	N	فُعَّهَاتِكُلْ
33:4:18	دعو	ناقص	-	N	أَفْعِيَاءَكُمْ
33:4:19	بني	ناقص	-	N	أَفْعَاءَكُمْ
33:4:25	حقق	مضاعف	-	N	فَعّ
33:50:14	فيا	أجوف	2	V	أَفَاء
33:50:17	بني	ناقص	-	N	فَعَات
33:50:18	عمم	مضاعف	-	N	فَعِّكَ
33:50:19	بني	ناقص	-	N	فَعَات
33:50:2	نبا	صحيح سالم	2	N	فَعِيّ
33:50:20	عمم	مضاعف	-	N	فَعَّاتِكَ
33:50:21	بني	ناقص	-	N	فَعَات
33:50:22	خول	أجوف	-	N	فَالِكَ
33:50:23	بني	ناقص	-	N	فَعَات
33:50:24	خول	أجوف	-	N	فَالَاتِكَ
33:50:29	امن	صحيح سالم	0	N	مُؤْمِنَة
33:50:33	نبا	صحيح سالم	2	N	فَّعِيّ
33:50:35	رود	أجوف	-	V	أَفَاد
33:50:36	نبا	صحيح سالم	2	N	فَعِيّ
33:50:4	حلل	مضاعف	-	V	أَفْعَلْنَا
33:50:43	امن	صحيح سالم	0	N	مُؤْمِنِين
33:50:58	كون	أجوف	-	V	فَان
33:51:1	رجو	ناقص	-	V	تُفْعِي
33:51:17	دنو	ناقص	-	N	أَفْعَى
33:51:19	قرر	مضاعف	-	V	تَفَعّ
33:51:23	رضو	ناقص	-	V	يَفْعَيْنَ
33:51:26	كلل	مضاعف	-	N	فُعُّهُنَّ
33:51:3	شيا	أجوف	2	V	تَفَاء
33:51:32	كون	أجوف	-	V	فَان
33:51:5	اوي	لفيف	0	V	تُؤْوِي
33:51:8	شيا	أجوف	2	V	تَفَاء
33:52:2	حلل	مضاعف	-	V	يَفِعّ
33:52:20	كون	أجوف	-	V	فَان
33:52:23	كلل	مضاعف	-	N	فُعّ
33:52:24	شيا	أجوف	2	N	فَعْء
33:52:4	نسو	ناقص	-	N	فِعَاء
33:53:10	اذن	صحيح سالم	0	V	يُؤْذَن
33:53:16	اني	ناقص	0	N	فِعَاهُ
33:53:19	دعو	ناقص	-	V	فُعِيتُمْ
33:53:29	كون	أجوف	-	V	فَان
33:53:30	اذي	ناقص	0	V	يُؤْذِي
33:53:31	نبا	صحيح سالم	2	N	فَعِيّ
33:53:32	حيي	لفيف	-	V	يَسْتَفْعِل
33:53:36	حيي	لفيف	-	V	يَسْتَفْعِل
33:53:38	حقق	مضاعف	-	N	فَعّ
33:53:44	وري	لفيف	-	N	فَعَاء
33:53:51	كون	أجوف	-	V	فَان
33:53:54	اذي	ناقص	0	V	تُؤْذُوف
33:53:66	كون	أجوف	-	V	فَان
33:53:7	نبا	صحيح سالم	2	N	فَعِيّ
33:54:10	شيا	أجوف	2	N	فَعْء
33:54:5	خفي	ناقص	-	V	تُفْعُوهُ
33:54:8	كون	أجوف	-	V	فَان
33:54:9	كلل	مضاعف	-	N	فُعّ
33:55:11	بني	ناقص	-	N	أَفْعَاء
33:55:14	بني	ناقص	-	N	أَفْعَاء
33:55:17	نسو	ناقص	-	N	فِعَائِهِنَّ
33:55:22	وقي	لفيف	-	V	اتَّقِينَ
33:55:26	كون	أجوف	-	V	فَان
33:55:28	كلل	مضاعف	-	N	فُعّ
33:55:29	شيا	أجوف	2	N	فَعْء
33:55:5	ابو	ناقص	0	N	فعَائِهِنَّ
33:55:7	بني	ناقص	-	N	أَفْعَائِهِنَّ
33:56:6	نبا	صحيح سالم	2	N	فَعِيّ
33:57:11	عدد	مضاعف	-	V	أَفَعّ
33:57:14	هون	أجوف	-	N	مُفِينًا
33:57:3	اذي	ناقص	0	V	يُؤْذُونَ
33:57:9	دنو	ناقص	-	N	فُعْيَا
33:58:2	اذي	ناقص	0	V	يُؤْذُونَ
33:58:3	امن	صحيح سالم	0	N	مُؤْمِنِين
33:58:4	امن	صحيح سالم	0	N	مُؤْمِنَفت
33:59:13	دنو	ناقص	-	N	أَفْعَى
33:59:17	اذي	ناقص	0	V	يُؤْذَيْنَ
33:59:18	كون	أجوف	-	V	فَان
33:59:2	نبا	صحيح سالم	2	N	فَعِيّ
33:59:3	قول	أجوف	-	V	فُل
33:59:5	بني	ناقص	-	N	فَعَاتِكَ
33:59:6	نسو	ناقص	-	N	فِعَاء
33:59:7	امن	صحيح سالم	0	N	مُؤْمِنِين
33:59:8	دنو	ناقص	-	V	يُفْعِينَ
33:5:10	ابو	ناقص	0	N	فعَاءَهُمْ
33:5:2	ابو	ناقص	0	N	فعَائِهِمْ
33:5:25	كون	أجوف	-	V	فَان
33:60:12	غرو	ناقص	-	V	نُفْعِيَنَّكَ
