ref	word	relation	relation_ar	reason
25:22:5	بُشْرى	subj <<la>>	اسم لا	case-conflict:اسم لا
25:24:3	يوْمئذٍ	link	متعلق	no-case:متعلق:T
25:24:7	مقيلًا	Poss	مضاف إليه	case-conflict:مضاف إليه
25:26:2	يوْمئذٍ	link	متعلق	no-case:متعلق:T
25:28:3	لمْ	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
25:29:1	لقدْ	root	root	non-nominal-pos:CERT:root
25:30:5	قوْمى	subj<<in>>	اسم إن	case-conflict:اسم إن
25:32:4	لوْلا	Obj	مفعول به	non-nominal-pos:EXH:مفعول به
25:33:1	ولا	root	root	non-nominal-pos:NEG:root
25:33:4	إلا	root	root	non-nominal-pos:RES:root
25:35:1	ولقدْ	root	root	non-nominal-pos:CERT:root
25:35:3	مُوسى	Obj	مفعول به	case-conflict:مفعول به
25:35:7	أخاهُ	Obj	مفعول به	case-conflict:مفعول به
25:40:1	ولقدْ	root	root	non-nominal-pos:CERT:root
25:40:9	أفلمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
25:40:12	بلْ	root	root	non-nominal-pos:RET:root
25:40:14	لا	pred <<kan>>	خبر كان	non-nominal-pos:NEG:خبر كان
25:41:3	إن	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
25:41:5	إلا	res	حصر	non-nominal-pos:RES:حصر
25:41:7	أهذا	intg	استفهام	no-case:استفهام:DEM
25:42:1	إن	root	root	non-nominal-pos:COND:root
25:42:6	لوْلا	root	root	non-nominal-pos:COND:root
25:42:7	أن	cond	شرط	non-nominal-pos:SUB:شرط
25:42:10	وسوْف	fut	استقبال	non-nominal-pos:FUT:استقبال
25:43:6	أفأنت	intg	استفهام	no-case:استفهام:PRON
25:44:8	إنْ	root	root	non-nominal-pos:NEG:root
25:44:9	هُمْ	neg	نفي	no-case:نفي:PRON
25:44:10	إلا	res	حصر	non-nominal-pos:RES:حصر
25:44:12	بلْ	root	root	non-nominal-pos:RET:root
25:45:1	ألمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
25:45:5	كيْف	circ	حال	non-nominal-pos:INTG:حال
25:45:8	ولوْ	root	root	non-nominal-pos:COND:root
25:47:8	سُباتًا	root	root	case-conflict:root
25:48:7	يدىْ	Poss	مضاف إليه	case-conflict:مضاف إليه
25:50:1	ولقدْ	root	root	non-nominal-pos:CERT:root
25:50:8	إلا	res	حصر	non-nominal-pos:RES:حصر
25:51:1	ولوْ	root	root	non-nominal-pos:COND:root
25:52:1	فلا	root	root	non-nominal-pos:NEG:root
25:53:5	هذا	int	تفسير	no-case:تفسير:DEM
25:55:6	لا	sub	صلة	non-nominal-pos:NEG:صلة
25:55:8	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
25:56:1	وما	root	root	non-nominal-pos:NEG:root
25:56:3	إلا	res	حصر	non-nominal-pos:RES:حصر
25:57:2	ما	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
25:57:7	إلا	root	root	non-nominal-pos:RES:root
25:57:10	أن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
25:58:5	لا	sub	صلة	non-nominal-pos:NEG:صلة
25:59:3	السموت	Obj	مفعول به	case-conflict:مفعول به
25:60:8	الرحْمنُ	Obj	مفعول به	case-conflict:مفعول به
25:62:6	خلْفةً	root	root	case-conflict:root
25:62:9	أن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
25:67:2	إذا	link	متعلق	no-case:متعلق:T
25:67:4	لمْ	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
25:67:6	ولمْ	conj	معطوف	tabi-non-nominal:NEG:معطوف
25:68:2	لا	sub	صلة	non-nominal-pos:NEG:صلة
25:68:8	ولا	conj	معطوف	tabi-non-nominal:NEG:معطوف
25:68:14	إلا	res	حصر	non-nominal-pos:RES:حصر
25:68:16	ولا	conj	معطوف	tabi-non-nominal:NEG:معطوف
25:70:1	إلا	root	root	non-nominal-pos:RES:root
25:70:8	فأُولئك	rslt	جواب الشرط	no-case:جواب الشرط:DEM
25:70:11	سيـاتهمْ	Obj	مفعول به	case-conflict:مفعول به
25:70:12	حسنتٍ	Obj	مفعول به	case-conflict:مفعول به
25:72:2	لا	sub	صلة	non-nominal-pos:NEG:صلة
25:73:6	لمْ	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
25:77:2	ما	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
25:77:6	لوْلا	root	root	non-nominal-pos:COND:root
25:77:8	فقدْ	rslt	جواب الشرط	non-nominal-pos:CERT:جواب الشرط
25:77:10	فسوْف	root	root	non-nominal-pos:FUT:root
26:1:1	طسم	-	-	absent-from-treebank:INL
26:3:4	ألا	root	root	non-nominal-pos:SUB:root
26:4:1	إن	root	root	non-nominal-pos:COND:root
26:5:1	وما	root	root	non-nominal-pos:NEG:root
26:5:3	من	Subj	فاعل	prep-in-nominal-slot:فاعل
26:5:8	إلا	res	حصر	non-nominal-pos:RES:حصر
26:6:1	فقدْ	root	root	non-nominal-pos:CERT:root
26:7:1	أولمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
26:7:5	كمْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
26:8:4	لءايةً	root	root	case-conflict:root
26:8:5	وما	root	root	non-nominal-pos:NEG:root
26:10:4	مُوسى	Obj	مفعول به	case-conflict:مفعول به
26:10:5	أن	root	root	non-nominal-pos:INT:root
26:11:2	فرْعوْن	Poss	مضاف إليه	case-conflict:مضاف إليه
26:11:3	ألا	intg	استفهام	non-nominal-pos:NEG:استفهام
26:12:5	أن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
26:13:3	ولا	conj	معطوف	tabi-non-nominal:NEG:معطوف
26:14:5	أن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
26:15:2	كلا	Obj	مفعول به	non-nominal-pos:AVR:مفعول به
26:17:1	أنْ	root	root	non-nominal-pos:INT:root
26:17:4	بنى	Obj	مفعول به	case-conflict:مفعول به
26:18:2	ألمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
26:19:2	فعْلتك	Obj	مفعول به	case-conflict:مفعول به
26:20:3	إذًا	root	root	non-nominal-pos:SUR:root
26:22:5	أنْ	root	root	non-nominal-pos:SUB:root
26:22:7	بنى	Obj	مفعول به	case-conflict:مفعول به
26:24:7	إن	root	root	non-nominal-pos:COND:root
26:25:4	ألا	intg	استفهام	non-nominal-pos:NEG:استفهام
26:28:7	إن	root	root	non-nominal-pos:COND:root
26:29:2	لئن	Obj	مفعول به	non-nominal-pos:COND:مفعول به
26:30:2	أولوْ	intg	استفهام	non-nominal-pos:COND:استفهام
26:31:4	إن	root	root	non-nominal-pos:COND:root
26:32:4	هى	sur	فجاءة	no-case:فجاءة:PRON
26:33:4	هى	sur	فجاءة	no-case:فجاءة:PRON
26:35:2	أن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
26:35:7	فماذا	root	root	non-nominal-pos:INTG:root
26:39:3	هلْ	Pass	نائب فاعل	non-nominal-pos:INTG:نائب فاعل
26:40:4	إن	root	root	non-nominal-pos:COND:root
26:41:9	إن	pred<<in>>	خبر إن	non-nominal-pos:COND:خبر إن
26:41:12	الْغلبين	Pred	خبر	case-conflict:خبر
26:42:2	نعمْ	root	root	non-nominal-pos:ANS:root
26:42:4	إذًا	pred<<in>>	خبر إن	non-nominal-pos:SUR:خبر إن
26:44:6	فرْعوْن	Poss	مضاف إليه	case-conflict:مضاف إليه
26:45:5	هى	sur	فجاءة	no-case:فجاءة:PRON
26:48:2	مُوسى	Poss	مضاف إليه	case-conflict:مضاف إليه
26:49:5	أنْ	Poss	مضاف إليه	non-nominal-pos:SUB:مضاف إليه
26:49:13	فلسوْف	fut	استقبال	non-nominal-pos:FUT:استقبال
26:50:2	لا	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
26:51:3	أن	link	متعلق	non-nominal-pos:SUB:متعلق
26:51:7	خطينا	Obj	مفعول به	case-conflict:مفعول به
26:51:8	أن	prp	المفعول لأجله	non-nominal-pos:SUB:المفعول لأجله
26:52:4	أنْ	root	root	non-nominal-pos:INT:root
26:61:6	مُوسى	Poss	مضاف إليه	case-conflict:مضاف إليه
26:62:2	كلا	root	root	non-nominal-pos:AVR:root
26:62:5	ربى	subj<<in>>	اسم إن	case-conflict:اسم إن
26:63:4	أن	root	root	non-nominal-pos:INT:root
26:64:2	ثم	link	متعلق	no-case:متعلق:LOC
26:65:2	مُوسى	Obj	مفعول به	case-conflict:مفعول به
26:67:5	وما	root	root	non-nominal-pos:NEG:root
26:70:1	إذْ	link	متعلق	no-case:متعلق:T
26:72:2	هلْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
26:72:4	إذْ	link	متعلق	no-case:متعلق:T
26:74:2	بلْ	Obj	مفعول به	non-nominal-pos:RET:مفعول به
26:77:4	إلا	root	root	non-nominal-pos:RES:root
26:78:3	فهُو	rslt	جواب الشرط	no-case:جواب الشرط:PRON
26:79:2	هُو	cond	شرط	no-case:شرط:PRON
26:80:3	فهُو	rslt	جواب الشرط	no-case:جواب الشرط:PRON
26:82:3	أن	root	root	non-nominal-pos:SUB:root
26:82:6	خطيـتى	Obj	مفعول به	case-conflict:مفعول به
26:87:1	ولا	root	root	non-nominal-pos:NEG:root
26:88:2	لا	root	root	non-nominal-pos:NEG:root
26:88:5	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
26:89:1	إلا	res	حصر	non-nominal-pos:RES:حصر
26:92:3	أيْن	link	متعلق	non-nominal-pos:INTG:متعلق
26:93:4	هلْ	root	root	non-nominal-pos:INTG:root
26:95:2	إبْليس	Poss	مضاف إليه	case-conflict:مضاف إليه
26:97:2	إن	root	root	non-nominal-pos:COND:root
26:98:1	إذْ	link	متعلق	no-case:متعلق:T
26:99:1	وما	root	root	non-nominal-pos:NEG:root
26:99:3	إلا	res	حصر	non-nominal-pos:RES:حصر
26:100:1	فما	root	root	non-nominal-pos:NEG:root
26:101:1	ولا	conj	معطوف	tabi-non-nominal:NEG:معطوف
26:101:2	صديقٍ	root	root	case-conflict:root
26:102:1	فلوْ	root	root	non-nominal-pos:COND:root
26:103:5	وما	root	root	non-nominal-pos:NEG:root
26:106:1	إذْ	link	متعلق	no-case:متعلق:T
26:106:6	ألا	intg	استفهام	non-nominal-pos:NEG:استفهام
26:109:1	وما	root	root	non-nominal-pos:NEG:root
26:109:6	إنْ	root	root	non-nominal-pos:NEG:root
26:109:8	إلا	res	حصر	non-nominal-pos:RES:حصر
26:112:3	علْمى	pred <<ma>>	خبر ما	case-conflict:خبر ما
26:113:1	إنْ	root	root	non-nominal-pos:COND:root
26:113:3	إلا	res	حصر	non-nominal-pos:RES:حصر
26:113:6	لوْ	root	root	non-nominal-pos:COND:root
26:114:1	وما	root	root	non-nominal-pos:NEG:root
26:115:1	إنْ	root	root	non-nominal-pos:NEG:root
26:115:2	أنا	neg	نفي	no-case:نفي:PRON
26:115:3	إلا	res	حصر	non-nominal-pos:RES:حصر
26:116:2	لئن	Obj	مفعول به	non-nominal-pos:COND:مفعول به
26:116:3	لمْ	cond	شرط	non-nominal-pos:NEG:شرط
26:117:4	قوْمى	subj<<in>>	اسم إن	case-conflict:اسم إن
26:118:2	بيْنى	link	متعلق	no-case:متعلق:LOC
26:120:3	بعْدُ	link	متعلق	no-case:متعلق:T
26:121:5	وما	root	root	non-nominal-pos:NEG:root
26:124:1	إذْ	link	متعلق	no-case:متعلق:T
26:124:6	ألا	intg	استفهام	non-nominal-pos:NEG:استفهام
26:127:1	وما	root	root	non-nominal-pos:NEG:root
26:127:6	إنْ	root	root	non-nominal-pos:NEG:root
26:127:8	إلا	res	حصر	non-nominal-pos:RES:حصر
26:136:6	لمْ	conj	معطوف	tabi-non-nominal:NEG:معطوف
26:137:1	إنْ	root	root	non-nominal-pos:NEG:root
26:137:2	هذا	neg	نفي	no-case:نفي:DEM
26:137:3	إلا	res	حصر	non-nominal-pos:RES:حصر
26:138:1	وما	root	root	non-nominal-pos:NEG:root
26:139:7	وما	root	root	non-nominal-pos:NEG:root
26:142:1	إذْ	link	متعلق	no-case:متعلق:T
26:142:6	ألا	intg	استفهام	non-nominal-pos:NEG:استفهام
26:145:1	وما	root	root	non-nominal-pos:NEG:root
26:145:6	إنْ	root	root	non-nominal-pos:NEG:root
26:145:8	إلا	res	حصر	non-nominal-pos:RES:حصر
26:146:4	ههُنا	voc	منادى	no-case:منادى:DEM
26:151:1	ولا	root	root	non-nominal-pos:PRO:root
26:152:5	ولا	root	root	non-nominal-pos:NEG:root
26:154:1	ما	root	root	non-nominal-pos:NEG:root
26:154:2	أنت	neg	نفي	no-case:نفي:PRON
26:154:3	إلا	res	حصر	non-nominal-pos:RES:حصر
26:154:8	إن	root	root	non-nominal-pos:COND:root
26:156:1	ولا	root	root	non-nominal-pos:PRO:root
26:158:7	وما	root	root	non-nominal-pos:NEG:root
26:161:1	إذْ	link	متعلق	no-case:متعلق:T
26:161:6	ألا	intg	استفهام	non-nominal-pos:NEG:استفهام
26:164:1	وما	root	root	non-nominal-pos:NEG:root
26:164:6	إنْ	root	root	non-nominal-pos:NEG:root
26:164:8	إلا	res	حصر	non-nominal-pos:RES:حصر
26:166:8	بلْ	root	root	non-nominal-pos:RET:root
26:167:2	لئن	Obj	مفعول به	non-nominal-pos:COND:مفعول به
26:167:3	لمْ	cond	شرط	non-nominal-pos:NEG:شرط
26:171:1	إلا	root	root	non-nominal-pos:RES:root
26:174:5	وما	root	root	non-nominal-pos:NEG:root
26:177:1	إذْ	link	متعلق	no-case:متعلق:T
26:177:5	ألا	intg	استفهام	non-nominal-pos:NEG:استفهام
26:180:1	وما	root	root	non-nominal-pos:NEG:root
26:180:6	إنْ	root	root	non-nominal-pos:NEG:root
26:180:8	إلا	res	حصر	non-nominal-pos:RES:حصر
26:181:3	ولا	root	root	non-nominal-pos:PRO:root
26:183:1	ولا	root	root	non-nominal-pos:PRO:root
26:183:5	ولا	conj	معطوف	tabi-non-nominal:PRO:معطوف
26:186:1	وما	root	root	non-nominal-pos:NEG:root
26:186:2	أنت	neg	نفي	no-case:نفي:PRON
26:186:3	إلا	res	حصر	non-nominal-pos:RES:حصر
26:186:6	وإن	root	root	non-nominal-pos:COND:root
26:187:6	إن	root	root	non-nominal-pos:COND:root
26:190:5	وما	root	root	non-nominal-pos:NEG:root
26:197:1	أولمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
26:197:5	أن	subj <<ykon>>	اسم يكون	non-nominal-pos:SUB:اسم يكون
26:197:8	بنى	Poss	مضاف إليه	case-conflict:مضاف إليه
26:198:1	ولوْ	root	root	non-nominal-pos:COND:root
26:198:5	الْأعْجمين	Poss	مضاف إليه	case-conflict:مضاف إليه
26:199:3	ما	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
26:201:1	لا	root	root	non-nominal-pos:NEG:root
26:202:4	لا	Pred	خبر	non-nominal-pos:NEG:خبر
26:203:2	هلْ	root	root	non-nominal-pos:INTG:root
26:205:2	إن	root	root	non-nominal-pos:COND:root
26:207:1	ما	root	root	non-nominal-pos:NEG:root
26:208:1	وما	root	root	non-nominal-pos:NEG:root
26:208:5	إلا	root	root	non-nominal-pos:RES:root
26:209:2	وما	root	root	non-nominal-pos:NEG:root
26:210:1	وما	root	root	non-nominal-pos:NEG:root
26:211:1	وما	conj	معطوف	tabi-non-nominal:NEG:معطوف
26:211:4	وما	conj	معطوف	tabi-non-nominal:NEG:معطوف
26:213:1	فلا	root	root	non-nominal-pos:NEG:root
26:216:1	فإنْ	root	root	non-nominal-pos:COND:root
26:221:1	هلْ	root	root	non-nominal-pos:INTG:root
26:223:3	وأكْثرُهُمْ	circ	حال	case-conflict:حال
26:225:1	ألمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
26:226:1	وأنهُمْ	conj	معطوف	tabi-non-nominal:ACC:معطوف
26:226:4	لا	sub	صلة	non-nominal-pos:NEG:صلة
26:227:1	إلا	root	root	non-nominal-pos:RES:root
26:227:5	الصلحت	Obj	مفعول به	case-conflict:مفعول به
26:227:17	أى	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
27:1:1	طس	-	-	absent-from-treebank:INL
27:2:1	هُدًى	circ	حال	case-conflict:حال
27:4:3	لا	sub	صلة	non-nominal-pos:NEG:صلة
27:8:4	أن	root	root	non-nominal-pos:INT:root
27:10:2	عصاك	Obj	مفعول به	case-conflict:مفعول به
27:10:10	ولمْ	root	root	non-nominal-pos:NEG:root
27:10:13	لا	root	root	non-nominal-pos:PRO:root
27:10:16	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
27:10:18	لدىـ	link	متعلق	no-case:متعلق:LOC
27:11:1	إلا	root	root	non-nominal-pos:RES:root
27:12:18	قوْمًا	Pred	خبر	case-conflict:خبر
27:14:8	كيْف	pred <<kan>>	خبر كان	non-nominal-pos:INTG:خبر كان
27:15:1	ولقدْ	root	root	non-nominal-pos:CERT:root
27:15:3	داوُد	Obj	مفعول به	case-conflict:مفعول به
27:15:7	الْحمْدُ	Obj	مفعول به	case-conflict:مفعول به
27:18:1	حتى	root	root	non-nominal-pos:INC:root
27:18:2	إذا	inc	ابتداء	no-case:ابتداء:T
27:18:13	لا	root	root	non-nominal-pos:NEG:root
27:18:18	لا	Pred	خبر	non-nominal-pos:NEG:خبر
27:19:8	أنْ	link	متعلق	non-nominal-pos:SUB:متعلق
27:19:16	وأنْ	conj	معطوف	tabi-non-nominal:SUB:معطوف
27:20:4	ما	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
27:20:6	لا	circ	حال	non-nominal-pos:NEG:حال
27:22:7	لمْ	sub	صلة	non-nominal-pos:NEG:صلة
27:24:16	لا	Pred	خبر	non-nominal-pos:NEG:خبر
27:25:1	ألا	root	root	non-nominal-pos:SUB:root
27:26:2	لا	Pred	خبر	non-nominal-pos:NEG:خبر
27:26:4	إلا	res	حصر	non-nominal-pos:RES:حصر
27:28:10	ماذا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
27:30:4	وإنهُ	conj	معطوف	tabi-non-nominal:ACC:معطوف
27:31:1	ألا	root	root	non-nominal-pos:INT:root
27:32:7	ما	root	root	non-nominal-pos:NEG:root
27:33:11	ماذا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
27:35:6	بم	gen	مجرور	non-nominal-pos:INTG:مجرور
27:36:3	سُليْمن	Obj	مفعول به	case-conflict:مفعول به
27:36:13	بلْ	root	root	non-nominal-pos:RET:root
27:37:5	لا	root	root	non-nominal-pos:NEG:root
27:38:8	أن	Poss	مضاف إليه	non-nominal-pos:SUB:مضاف إليه
27:39:9	أن	Poss	مضاف إليه	non-nominal-pos:SUB:مضاف إليه
27:40:11	أن	Poss	مضاف إليه	non-nominal-pos:SUB:مضاف إليه
27:40:23	ربى	Poss	مضاف إليه	case-conflict:مضاف إليه
27:40:36	ربى	subj<<in>>	اسم إن	case-conflict:اسم إن
27:41:11	لا	sub	صلة	non-nominal-pos:NEG:صلة
27:42:4	أهكذا	intg	استفهام	no-case:استفهام:DEM
27:44:22	نفْسى	Obj	مفعول به	case-conflict:مفعول به
27:45:1	ولقدْ	root	root	non-nominal-pos:CERT:root
27:45:5	أخاهُمْ	Obj	مفعول به	case-conflict:مفعول به
27:45:7	أن	root	root	non-nominal-pos:INT:root
27:45:11	هُمْ	sur	فجاءة	no-case:فجاءة:PRON
27:46:3	لم	gen	مجرور	non-nominal-pos:INTG:مجرور
27:46:8	لوْلا	root	root	non-nominal-pos:EXH:root
27:47:7	طئرُكُمْ	Obj	مفعول به	case-conflict:مفعول به
27:47:10	بلْ	root	root	non-nominal-pos:RET:root
27:48:9	ولا	root	root	non-nominal-pos:NEG:root
27:49:9	ما	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
27:50:6	لا	Pred	خبر	non-nominal-pos:NEG:خبر
27:51:2	كيْف	pred <<kan>>	خبر كان	non-nominal-pos:INTG:خبر كان
27:51:6	أنا	App	بدل	tabi-non-nominal:ACC:بدل
27:55:8	بلْ	root	root	non-nominal-pos:RET:root
27:56:1	فما	root	root	non-nominal-pos:NEG:root
27:56:5	إلا	res	حصر	non-nominal-pos:RES:حصر
27:56:6	أن	subj <<kan>>	اسم كان	non-nominal-pos:SUB:اسم كان
27:57:3	إلا	root	root	non-nominal-pos:RES:root
27:59:2	الْحمْدُ	Obj	مفعول به	case-conflict:مفعول به
27:60:3	السموت	Obj	مفعول به	case-conflict:مفعول به
27:60:12	حدائق	Subj	فاعل	case-conflict:فاعل
27:60:15	ما	root	root	non-nominal-pos:NEG:root
27:60:18	أن	subj <<kan>>	اسم كان	non-nominal-pos:SUB:اسم كان
27:60:24	بلْ	root	root	non-nominal-pos:RET:root
27:61:13	الْبحْريْن	Obj	مفعول به	case-conflict:مفعول به
27:61:14	حاجزًا	root	root	case-conflict:root
27:61:18	بلْ	root	root	non-nominal-pos:RET:root
27:61:20	لا	Pred	خبر	non-nominal-pos:NEG:خبر
27:63:12	يدىْ	Poss	مضاف إليه	case-conflict:مضاف إليه
27:64:17	إن	root	root	non-nominal-pos:COND:root
27:65:2	لا	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
27:65:9	إلا	res	حصر	non-nominal-pos:RES:حصر
27:65:11	وما	root	root	non-nominal-pos:NEG:root
27:65:13	أيان	link	متعلق	non-nominal-pos:INTG:متعلق
27:66:1	بل	root	root	non-nominal-pos:RET:root
27:66:6	بلْ	root	root	non-nominal-pos:RET:root
27:66:11	بلْ	root	root	non-nominal-pos:RET:root
27:67:4	أءذا	intg	استفهام	no-case:استفهام:T
27:68:1	لقدْ	root	root	non-nominal-pos:CERT:root
27:68:8	إنْ	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
27:68:9	هذا	neg	نفي	no-case:نفي:DEM
27:68:10	إلا	res	حصر	non-nominal-pos:RES:حصر
27:69:6	كيْف	pred <<kan>>	خبر كان	non-nominal-pos:INTG:خبر كان
27:70:1	ولا	root	root	non-nominal-pos:NEG:root
27:70:4	ولا	root	root	non-nominal-pos:PRO:root
27:71:2	متى	link	متعلق	non-nominal-pos:INTG:متعلق
27:71:5	إن	root	root	non-nominal-pos:COND:root
27:72:3	أن	Subj	فاعل	non-nominal-pos:SUB:فاعل
27:73:9	لا	pred <<lakin>>	خبر لكن	non-nominal-pos:NEG:خبر لكن
